Forum.id|Person.id|joinDate
17179869197|9895604649984|2011-09-15T05:28:33.616+0000
17179869197|8796093022217|2011-07-26T04:00:02.456+0000
17179869197|15393162788888|2012-07-11T04:36:42.044+0000
17179869197|9895604650020|2011-10-18T05:30:38.405+0000
17179869197|16492674416689|2012-09-11T04:07:25.731+0000
17179869197|2199023255611|2010-08-13T08:04:06.941+0000
17179869197|7696581394520|2011-06-06T22:37:22.585+0000
17179869197|10995116277851|2011-12-15T14:26:09.775+0000
17179869197|94|2010-08-01T07:36:09.871+0000
17179869200|10995116277764|2011-11-14T20:10:29.153+0000
17179869200|13194139533352|2012-02-25T20:20:43.673+0000
17179869200|7696581394474|2011-05-26T12:02:44.855+0000
17179869200|10995116277826|2011-10-25T19:23:47.053+0000
17179869200|2199023255625|2010-08-13T08:04:06.941+0000
17179869200|2199023255633|2010-08-09T01:39:54.127+0000
17179869200|9895604650074|2011-10-05T10:55:16.833+0000
17179869200|10995116277851|2012-01-02T03:28:38.185+0000
17179869200|10995116277857|2011-11-26T13:55:09.429+0000
85899345937|10995116277764|2012-06-30T03:25:12.135+0000
85899345937|13194139533352|2012-03-02T13:58:46.699+0000
85899345937|7696581394474|2011-12-06T19:13:40.560+0000
85899345937|10995116277826|2012-02-19T12:04:29.213+0000
85899345937|10995116277851|2012-07-10T04:59:17.823+0000
85899345937|10995116277857|2012-04-14T00:40:19.540+0000
68719476754|10995116277764|2012-09-06T22:17:36.283+0000
68719476754|13194139533352|2012-08-04T23:16:34.199+0000
68719476754|7696581394474|2011-11-19T01:16:07.042+0000
68719476754|2199023255625|2012-06-01T17:26:40.199+0000
68719476754|2199023255633|2011-10-08T05:28:53.191+0000
68719476754|9895604650074|2012-01-02T00:20:42.790+0000
68719476754|10995116277851|2012-06-21T05:28:55.810+0000
60129542163|10995116277764|2012-02-04T09:43:50.640+0000
60129542163|13194139533352|2012-07-03T09:25:18.050+0000
60129542163|10995116277826|2012-01-24T23:50:18.454+0000
60129542163|2199023255625|2012-01-04T19:31:27.118+0000
60129542163|9895604650074|2012-06-26T14:01:22.950+0000
60129542163|10995116277857|2012-04-23T23:45:39.653+0000
77309411348|10995116277764|2012-01-22T18:12:44.429+0000
77309411348|13194139533352|2012-06-29T13:23:42.039+0000
77309411348|10995116277826|2012-04-30T03:12:52.065+0000
77309411348|2199023255625|2012-05-22T06:52:46.436+0000
77309411348|9895604650074|2012-01-13T04:26:30.116+0000
77309411348|10995116277857|2012-03-22T22:39:17.521+0000
51539607573|13194139533352|2012-03-29T17:09:30.514+0000
51539607573|7696581394474|2012-04-04T02:26:57.175+0000
51539607573|2199023255633|2011-04-11T15:39:00.112+0000
103079215126|13194139533352|2012-10-02T12:14:00.276+0000
103079215126|10995116277826|2012-08-17T00:52:37.118+0000
103079215126|2199023255633|2012-09-07T15:33:04.470+0000
120259084311|7696581394474|2012-10-04T01:31:09.807+0000
120259084311|2199023255633|2012-09-30T12:41:59.388+0000
77309411352|7696581394474|2011-11-28T05:36:04.469+0000
77309411352|10995116277826|2012-06-20T10:27:27.255+0000
77309411352|2199023255633|2012-05-20T22:21:19.089+0000
77309411352|9895604650074|2012-09-21T13:10:32.829+0000
77309411352|10995116277851|2012-04-04T04:37:58.539+0000
77309411352|10995116277857|2012-01-26T18:40:30.043+0000
34359738394|10995116277764|2011-11-22T05:10:20.016+0000
34359738394|13194139533352|2012-10-12T08:10:52.499+0000
34359738394|7696581394474|2011-08-08T08:30:25.473+0000
34359738394|2199023255625|2012-01-10T07:22:08.693+0000
34359738394|2199023255633|2011-10-25T02:23:00.499+0000
34359738394|10995116277857|2012-04-09T18:10:09.799+0000
103079215131|10995116277826|2012-10-03T12:32:36.781+0000
103079215131|10995116277851|2012-07-24T13:02:54.040+0000
25769803804|10995116277764|2012-08-28T08:36:28.653+0000
25769803804|7696581394474|2011-10-09T09:29:04.271+0000
25769803804|10995116277826|2012-08-22T17:19:55.326+0000
25769803804|2199023255625|2012-05-27T23:14:02.381+0000
25769803804|2199023255633|2012-02-18T23:08:39.108+0000
25769803804|9895604650074|2011-12-12T09:44:46.313+0000
68719476766|10995116277764|2012-09-03T09:32:19.313+0000
68719476766|10995116277826|2012-06-21T13:07:50.985+0000
68719476766|2199023255633|2011-11-27T21:27:13.790+0000
68719476766|10995116277851|2012-05-21T21:04:48.025+0000
68719476766|10995116277857|2012-08-09T10:38:44.867+0000
85899345952|10995116277764|2011-11-15T22:14:23.762+0000
85899345952|7696581394474|2012-05-23T15:32:48.773+0000
85899345952|2199023255625|2012-06-21T03:22:50.813+0000
85899345952|2199023255633|2012-09-05T15:21:44.422+0000
85899345952|9895604650074|2012-09-30T14:22:42.009+0000
85899345952|10995116277857|2012-03-12T22:02:23.522+0000
103079215137|10995116277764|2012-06-24T09:33:31.678+0000
103079215137|13194139533352|2012-05-28T08:48:20.583+0000
103079215137|2199023255625|2012-08-15T21:17:32.228+0000
103079215137|2199023255633|2012-04-25T20:10:05.317+0000
103079215137|9895604650074|2012-05-04T07:43:58.740+0000
103079215137|10995116277851|2012-07-06T08:01:43.255+0000
60129542178|10995116277764|2012-03-20T15:48:25.140+0000
60129542178|7696581394474|2012-05-07T21:47:35.962+0000
60129542178|10995116277826|2012-03-29T10:05:27.694+0000
60129542178|2199023255625|2012-09-11T03:12:50.935+0000
60129542178|10995116277851|2012-03-07T04:08:21.361+0000
111669149731|7696581394474|2012-09-09T11:14:37.927+0000
111669149731|2199023255625|2012-09-05T20:17:14.918+0000
111669149731|2199023255633|2012-07-22T19:35:07.026+0000
111669149731|10995116277851|2012-10-12T05:46:41.122+0000
111669149731|10995116277857|2012-06-14T21:33:27.928+0000
111669149732|10995116277764|2012-10-11T16:57:08.678+0000
111669149732|10995116277826|2012-07-29T18:38:17.006+0000
111669149732|10995116277857|2012-05-16T15:53:29.265+0000
77309411365|13194139533352|2012-09-24T07:44:05.546+0000
77309411365|7696581394474|2012-04-26T20:27:07.635+0000
77309411365|10995116277826|2012-02-15T10:09:01.659+0000
77309411365|10995116277851|2012-02-18T10:08:40.296+0000
128849018918|10995116277826|2012-09-24T05:04:37.085+0000
77309411367|10995116277764|2011-11-22T11:41:40.535+0000
77309411367|13194139533352|2012-03-28T14:34:29.194+0000
77309411367|7696581394474|2012-03-17T08:55:00.781+0000
77309411367|10995116277826|2011-12-10T06:21:05.331+0000
77309411367|2199023255625|2012-05-24T01:28:19.875+0000
77309411367|10995116277857|2011-12-02T19:30:45.338+0000
42949673000|13194139533352|2012-06-10T16:48:47.785+0000
42949673000|7696581394474|2011-12-10T09:08:04.188+0000
42949673000|10995116277826|2012-02-20T18:55:43.867+0000
42949673000|2199023255633|2012-02-20T01:00:20.376+0000
42949673000|10995116277851|2012-01-20T03:27:28.429+0000
42949673000|10995116277857|2011-11-28T05:28:00.439+0000
51539607593|10995116277764|2012-05-25T03:28:43.444+0000
51539607593|7696581394474|2011-09-16T11:26:09.024+0000
51539607593|10995116277826|2012-10-09T10:43:57.183+0000
51539607593|2199023255633|2011-12-26T03:52:57.951+0000
51539607593|10995116277857|2011-12-27T12:42:54.389+0000
103079215146|10995116277764|2012-09-05T02:44:21.965+0000
103079215146|10995116277826|2012-08-28T01:05:26.282+0000
103079215146|2199023255625|2012-05-22T03:28:10.893+0000
103079215146|2199023255633|2012-05-27T14:01:24.538+0000
103079215146|10995116277851|2012-07-27T15:40:11.160+0000
103079215146|10995116277857|2012-08-17T03:54:50.517+0000
34359738411|13194139533352|2012-07-15T18:24:39.643+0000
34359738411|7696581394474|2012-01-20T05:00:11.168+0000
34359738411|2199023255625|2012-04-05T02:02:42.467+0000
34359738411|2199023255633|2011-01-11T22:45:00.279+0000
34359738411|9895604650074|2012-08-11T13:13:38.347+0000
34359738411|10995116277851|2012-05-25T15:20:43.054+0000
34359738411|10995116277857|2012-02-13T03:25:22.850+0000
42949673004|7696581394474|2012-07-11T14:27:02.802+0000
42949673004|2199023255625|2012-02-06T22:55:19.009+0000
42949673004|2199023255633|2011-05-24T06:52:01.822+0000
42949673004|9895604650074|2012-07-05T20:07:04.088+0000
42949673004|10995116277851|2012-07-11T09:04:06.830+0000
42949673004|10995116277857|2012-01-03T10:02:57.409+0000
103079215149|10995116277764|2012-08-18T16:23:37.528+0000
103079215149|7696581394474|2012-05-30T14:02:04.793+0000
103079215149|2199023255625|2012-08-24T05:58:39.050+0000
103079215149|2199023255633|2012-04-03T00:23:59.951+0000
103079215149|10995116277857|2012-07-08T00:15:24.947+0000
77309411374|10995116277764|2012-06-11T10:21:16.113+0000
77309411374|7696581394474|2011-08-15T02:13:37.282+0000
77309411374|10995116277826|2012-05-03T17:05:03.661+0000
77309411374|2199023255625|2012-02-13T09:22:23.155+0000
77309411374|2199023255633|2012-02-09T02:39:12.201+0000
77309411374|9895604650074|2012-09-06T19:35:22.228+0000
103079215151|10995116277764|2012-03-08T11:01:08.727+0000
103079215151|2199023255565|2012-02-18T16:58:18.999+0000
103079215151|3298534883350|2012-02-28T11:06:29.950+0000
103079215151|12094627905567|2012-02-25T15:54:24.720+0000
103079215151|6597069766688|2012-02-14T18:17:55.068+0000
103079215151|16492674416674|2012-09-30T09:32:22.210+0000
103079215151|8796093022251|2012-02-20T22:06:39.192+0000
103079215151|8796093022253|2012-02-23T18:11:01.814+0000
103079215151|7696581394490|2012-03-01T16:16:43.727+0000
103079215151|2199023255611|2012-02-25T20:20:43.673+0000
103079215151|5497558138940|2012-03-02T09:08:09.850+0000
103079215151|3298534883391|2012-02-22T13:39:15.171+0000
103079215151|3298534883392|2012-02-21T17:11:20.435+0000
103079215151|10995116277826|2012-02-24T01:55:21.755+0000
103079215151|2199023255628|2012-02-12T18:12:53.275+0000
103079215151|6597069766735|2012-02-21T09:10:53.657+0000
103079215151|12094627905628|2012-02-18T17:43:00.486+0000
120259084336|12094627905567|2012-10-07T09:16:01.691+0000
120259084336|6597069766688|2012-08-02T03:17:33.872+0000
120259084336|8796093022251|2012-07-25T07:11:24.957+0000
120259084336|7696581394490|2012-08-18T02:21:47.556+0000
120259084336|2199023255611|2012-09-14T02:53:41.605+0000
120259084336|5497558138940|2012-08-22T05:22:52.002+0000
120259084336|3298534883392|2012-07-30T09:56:15.844+0000
120259084338|8796093022251|2012-09-19T21:51:28.890+0000
120259084338|8796093022253|2012-10-13T05:25:36.060+0000
120259084338|7696581394490|2012-09-14T14:41:54.020+0000
120259084338|5497558138940|2012-10-08T19:00:12.650+0000
120259084338|3298534883392|2012-09-07T16:49:32.555+0000
120259084338|10995116277826|2012-08-19T01:45:30.261+0000
120259084338|2199023255628|2012-09-15T18:53:56.424+0000
120259084338|6597069766735|2012-09-05T19:44:12.963+0000
111669149747|10995116277764|2012-08-15T16:18:00.742+0000
111669149747|16492674416674|2012-10-14T23:44:08.888+0000
111669149747|8796093022253|2012-08-15T18:41:27.983+0000
111669149747|5497558138940|2012-07-23T00:46:56.612+0000
111669149747|3298534883391|2012-06-18T21:13:44.005+0000
111669149747|3298534883392|2012-04-25T00:37:39.937+0000
111669149747|10995116277826|2012-08-19T15:53:19.152+0000
111669149747|12094627905628|2012-10-04T17:36:23.771+0000
120259084341|10995116277764|2012-08-29T06:29:00.943+0000
120259084341|3298534883350|2012-10-19T21:28:22.724+0000
120259084341|12094627905567|2012-10-04T22:11:04.371+0000
120259084341|10995116277826|2012-08-10T19:12:18.408+0000
120259084341|12094627905628|2012-10-08T05:53:05.307+0000
103079215158|10995116277764|2012-06-07T20:39:50.380+0000
103079215158|12094627905567|2012-09-21T10:12:44.738+0000
103079215158|8796093022253|2012-08-04T04:37:49.331+0000
103079215158|7696581394490|2012-10-06T14:37:27.409+0000
103079215158|5497558138940|2012-07-23T02:22:17.118+0000
111669149752|3298534883350|2012-08-15T19:04:05.364+0000
111669149752|12094627905567|2012-07-22T09:26:57.483+0000
111669149752|6597069766688|2012-08-28T09:03:17.636+0000
111669149752|7696581394490|2012-08-07T11:33:37.680+0000
111669149752|2199023255611|2012-10-13T09:31:03.951+0000
111669149752|5497558138940|2012-08-07T12:01:46.908+0000
120259084345|10995116277764|2012-10-06T17:01:36.446+0000
120259084345|3298534883350|2012-10-02T12:32:38.439+0000
120259084345|12094627905567|2012-08-06T20:10:58.080+0000
120259084345|2199023255611|2012-08-15T00:19:36.033+0000
120259084345|10995116277826|2012-06-30T19:32:00.956+0000
120259084345|2199023255628|2012-08-08T06:44:57.691+0000
120259084345|12094627905628|2012-07-22T20:03:50.440+0000
120259084346|2199023255565|2012-09-16T05:05:53.432+0000
120259084346|6597069766688|2012-08-04T11:15:06.220+0000
120259084346|7696581394490|2012-08-24T17:24:28.973+0000
120259084346|2199023255611|2012-08-16T02:23:13.042+0000
120259084346|5497558138940|2012-08-03T01:21:06.822+0000
120259084346|3298534883391|2012-09-30T00:23:18.122+0000
25769803835|15393162788888|2012-07-11T23:31:56.058+0000
25769803835|13194139533352|2012-02-22T13:39:15.171+0000
25769803837|15393162788888|2012-09-03T19:13:29.077+0000
34359738430|15393162788888|2012-09-12T23:41:38.195+0000
68719476799|15393162788888|2012-07-23T16:58:51.229+0000
68719476799|13194139533352|2012-05-20T06:32:48.582+0000
120259084352|15393162788888|2012-09-29T02:15:57.815+0000
85899345985|15393162788888|2012-10-01T06:17:28.530+0000
25769803842|15393162788888|2012-09-30T06:14:53.168+0000
60129542211|15393162788888|2012-09-23T23:35:48.420+0000
60129542211|13194139533352|2012-06-17T11:07:35.173+0000
128849018952|15393162788888|2012-09-18T00:38:53.655+0000
42949673034|13194139533352|2012-07-04T19:45:55.466+0000
60129542219|13194139533352|2012-03-29T12:17:07.452+0000
128849018959|15393162788888|2012-10-01T14:02:29.558+0000
94489280595|13194139533352|2012-02-28T04:57:01.591+0000
68719476822|13194139533352|2012-09-07T15:14:28.181+0000
60129542231|13194139533352|2012-09-03T10:14:43.542+0000
94489280601|13194139533352|2012-10-18T18:10:18.279+0000
42949673050|15393162788888|2012-07-17T20:00:03.115+0000
42949673050|3298534883392|2011-02-03T09:59:22.846+0000
42949673050|2199023255633|2011-02-03T07:16:14.924+0000
51539607643|2199023255633|2012-02-03T01:26:11.997+0000
85899346013|2199023255633|2012-04-23T00:01:59.093+0000
60129542238|15393162788888|2012-10-04T07:24:04.870+0000
60129542239|3298534883392|2011-06-05T16:54:08.299+0000
60129542239|2199023255633|2012-06-25T07:49:02.561+0000
111669149792|15393162788888|2012-08-04T19:14:32.944+0000
60129542241|3298534883392|2011-09-21T13:43:41.443+0000
60129542241|2199023255633|2012-06-29T01:13:03.928+0000
120259084387|15393162788888|2012-09-14T06:09:03.547+0000
94489280614|15393162788888|2012-09-07T19:07:43.893+0000
94489280614|2199023255633|2012-02-25T01:59:51.519+0000
94489280615|3298534883392|2012-07-05T07:38:38.361+0000
94489280615|2199023255633|2012-06-12T12:48:43.974+0000
94489280616|3298534883392|2012-03-04T14:52:10.305+0000
94489280616|2199023255633|2012-06-12T13:11:42.552+0000
42949673065|3298534883392|2012-08-25T09:14:02.499+0000
42949673066|15393162788888|2012-09-22T11:45:27.333+0000
42949673066|2199023255633|2012-02-14T06:25:51.718+0000
94489280619|2199023255633|2012-02-25T16:06:57.623+0000
120259084396|15393162788888|2012-10-03T12:47:30.271+0000
60129542255|3298534883392|2012-07-15T05:36:47.748+0000
60129542255|2199023255633|2011-05-03T11:38:23.435+0000
94489280624|2199023255633|2012-08-28T06:47:44.405+0000
77309411441|15393162788888|2012-10-15T13:42:42.778+0000
68719476850|15393162788888|2012-08-14T13:03:52.562+0000
68719476850|3298534883392|2012-04-28T08:52:12.086+0000
68719476850|2199023255633|2012-03-16T15:09:43.006+0000
111669149811|16492674416674|2012-10-03T21:11:37.942+0000
17179869300|9895604650002|2011-10-01T23:19:31.450+0000
17179869300|6597069766688|2011-04-11T20:53:30.689+0000
17179869300|16492674416674|2012-09-16T10:30:14.970+0000
17179869300|2199023255611|2010-08-09T01:39:54.127+0000
17179869300|3298534883392|2010-09-23T03:58:07.628+0000
17179869300|3298534883405|2010-09-23T06:11:53.011+0000
17179869300|5497558138966|2011-02-03T07:16:14.924+0000
17179869300|9895604650074|2011-09-25T11:51:32.334+0000
25769803893|6597069766688|2011-05-03T16:06:18.552+0000
25769803893|9895604650074|2012-09-27T21:36:34.510+0000
34359738486|9895604650002|2011-12-03T03:19:35.663+0000
34359738486|16492674416674|2012-09-27T05:15:16.260+0000
68719476855|9895604650002|2012-02-11T17:33:36.705+0000
68719476855|6597069766688|2011-11-08T00:38:53.705+0000
68719476855|3298534883405|2012-03-11T12:02:51.608+0000
68719476855|9895604650074|2012-02-13T13:34:07.254+0000
34359738488|2199023255611|2011-07-24T08:20:16.621+0000
34359738488|3298534883392|2012-02-10T16:57:10.879+0000
34359738488|5497558138966|2011-08-09T16:26:11.432+0000
94489280633|6597069766688|2012-02-28T19:45:41.426+0000
94489280633|16492674416674|2012-10-08T22:07:33.344+0000
94489280633|2199023255611|2012-03-14T02:47:14.938+0000
94489280633|3298534883392|2012-08-03T06:02:37.994+0000
94489280633|5497558138966|2012-06-08T22:30:09.025+0000
94489280633|9895604650074|2012-07-24T07:39:05.072+0000
42949673082|9895604650002|2012-07-28T07:10:47.905+0000
42949673082|6597069766688|2011-10-24T05:54:28.711+0000
42949673082|16492674416674|2012-09-23T17:47:03.367+0000
42949673082|3298534883392|2011-02-24T09:04:07.970+0000
42949673082|5497558138966|2012-10-13T23:56:41.631+0000
111669149819|6597069766688|2012-06-08T20:45:11.017+0000
111669149819|16492674416674|2012-09-28T22:31:11.877+0000
111669149819|3298534883405|2012-07-11T05:35:03.941+0000
111669149819|5497558138966|2012-07-02T03:06:08.823+0000
111669149819|9895604650074|2012-09-19T20:39:57.282+0000
25769803900|9895604650002|2011-11-28T04:31:07.781+0000
25769803900|6597069766688|2012-07-16T21:21:42.238+0000
25769803900|9895604650074|2012-03-09T16:29:52.090+0000
34359738493|3298534883392|2012-07-01T06:03:58.109+0000
34359738493|3298534883405|2011-05-02T17:14:25.059+0000
34359738493|5497558138966|2011-07-31T19:51:14.573+0000
34359738493|9895604650074|2012-09-24T19:34:54.514+0000
111669149822|9895604650002|2012-07-08T08:20:40.661+0000
111669149822|6597069766688|2012-06-18T16:28:33.093+0000
111669149822|2199023255611|2012-05-10T11:27:51.040+0000
111669149822|3298534883392|2012-10-11T15:12:20.037+0000
111669149822|9895604650074|2012-07-21T13:57:58.179+0000
34359738496|9895604650002|2012-09-04T19:38:18.082+0000
34359738496|2199023255611|2011-03-03T16:00:11.413+0000
34359738496|3298534883392|2011-08-02T01:21:28.345+0000
34359738496|3298534883405|2012-10-01T23:20:30.106+0000
34359738496|9895604650074|2012-09-27T19:08:50.615+0000
111669149825|6597069766688|2012-08-07T21:39:04.903+0000
111669149825|3298534883392|2012-10-06T20:08:09.262+0000
111669149825|3298534883405|2012-09-10T02:45:07.116+0000
111669149825|5497558138966|2012-06-12T20:18:44.909+0000
85899346050|6597069766688|2012-04-15T11:05:48.852+0000
85899346050|3298534883392|2012-09-04T17:54:40.408+0000
85899346050|3298534883405|2011-11-03T20:16:35.627+0000
85899346050|9895604650074|2011-12-09T01:51:40.453+0000
120259084419|5497558138966|2012-09-02T22:35:10.985+0000
128849019012|6597069766688|2012-09-18T18:42:39.467+0000
128849019012|9895604650074|2012-09-01T13:25:13.783+0000
42949673093|6597069766688|2012-05-09T19:29:32.704+0000
42949673093|3298534883392|2011-06-26T19:37:17.783+0000
42949673093|5497558138966|2011-04-14T14:33:35.750+0000
42949673093|9895604650074|2012-09-30T04:41:44.827+0000
111669149830|6597069766688|2012-10-13T21:09:08.523+0000
111669149830|16492674416674|2012-09-17T20:09:23.469+0000
111669149830|2199023255611|2012-09-21T00:38:50.975+0000
111669149830|3298534883405|2012-06-30T11:28:43.490+0000
68719476871|6597069766688|2011-11-08T07:05:31.992+0000
68719476871|2199023255611|2011-12-30T07:46:55.501+0000
68719476871|3298534883405|2012-06-17T17:11:37.264+0000
68719476871|5497558138966|2011-12-15T12:23:31.730+0000
68719476871|9895604650074|2012-05-11T03:26:00.775+0000
42949673096|6597069766688|2012-04-24T13:43:30.697+0000
42949673096|9895604650074|2012-04-08T12:01:51.384+0000
120259084425|6597069766688|2012-09-03T20:03:58.920+0000
120259084425|5497558138966|2012-07-26T09:08:17.452+0000
128849019018|2199023255611|2012-09-11T01:48:42.074+0000
128849019018|5497558138966|2012-08-21T12:45:43.825+0000
103079215243|6597069766688|2012-05-30T09:30:55.819+0000
103079215243|3298534883392|2012-07-24T15:25:26.965+0000
103079215243|9895604650074|2012-09-29T18:17:17.056+0000
103079215244|9895604650002|2012-07-07T06:46:55.712+0000
103079215244|2199023255611|2012-09-26T10:42:23.246+0000
103079215244|3298534883392|2012-05-15T04:07:09.645+0000
103079215244|5497558138966|2012-09-27T14:38:35.663+0000
77309411469|9895604650002|2012-10-11T02:56:06.103+0000
77309411469|6597069766688|2011-12-19T03:06:19.593+0000
77309411469|3298534883392|2012-07-09T00:28:19.016+0000
77309411469|3298534883405|2012-08-19T23:42:44.692+0000
77309411469|9895604650074|2011-12-22T03:26:23.378+0000
120259084430|9895604650002|2012-08-12T01:14:43.730+0000
120259084430|6597069766688|2012-09-20T06:03:32.606+0000
120259084430|2199023255611|2012-07-11T23:46:25.502+0000
120259084430|9895604650074|2012-09-29T11:33:32.585+0000
85899346063|9895604650002|2012-03-05T12:07:17.633+0000
85899346063|6597069766688|2011-12-19T18:35:57.149+0000
85899346063|2199023255611|2012-10-03T22:54:27.815+0000
85899346063|3298534883392|2012-02-08T06:18:01.310+0000
85899346063|9895604650074|2012-07-26T05:42:50.822+0000
111669149840|3298534883392|2012-05-14T23:19:33.273+0000
111669149840|9895604650074|2012-09-07T08:24:56.991+0000
77309411474|9895604650002|2012-05-21T11:37:46.840+0000
77309411474|3298534883392|2012-05-04T17:55:00.726+0000
77309411474|9895604650074|2011-10-03T21:39:30.329+0000
103079215251|7696581394433|2012-04-23T15:05:21.507+0000
103079215251|8796093022217|2012-04-04T21:02:14.486+0000
103079215251|3298534883405|2012-04-19T08:09:48.258+0000
17179869332|13194139533352|2012-02-18T16:58:18.999+0000
120259084437|13194139533405|2012-08-01T09:09:41.031+0000
94489280663|6597069766664|2012-01-20T15:00:11.425+0000
94489280663|8796093022217|2012-01-10T17:43:59.150+0000
94489280663|12094627905550|2012-02-04T04:01:07.518+0000
94489280663|9895604650036|2012-01-18T21:11:28.068+0000
94489280666|3298534883350|2012-02-18T01:45:51.324+0000
94489280666|5497558138908|2012-02-19T21:06:21.155+0000
94489280666|3298534883405|2012-02-11T08:00:26.241+0000
60129542300|10995116277764|2011-11-21T21:56:41.343+0000
60129542300|3298534883350|2011-05-28T01:28:22.382+0000
60129542300|15393162788888|2012-07-23T21:53:01.992+0000
60129542300|13194139533342|2012-04-23T15:05:21.507+0000
60129542300|12094627905567|2012-01-30T13:27:03.003+0000
60129542300|7696581394474|2011-06-13T06:02:35.175+0000
60129542300|9895604650036|2011-09-01T11:53:55.701+0000
60129542300|3298534883405|2011-06-12T09:45:51.669+0000
68719476894|13194139533342|2012-10-17T09:50:35.341+0000
68719476894|12094627905567|2012-09-19T22:51:04.634+0000
68719476894|7696581394474|2012-08-05T19:38:08.446+0000
68719476894|9895604650036|2012-05-17T12:57:48.554+0000
111669149855|10995116277764|2012-08-04T00:43:22.613+0000
128849019041|10995116277764|2012-08-18T12:25:05.574+0000
128849019041|9895604650036|2012-08-18T16:09:18.055+0000
68719476898|12094627905567|2012-08-16T00:24:55.726+0000
94489280675|10995116277764|2012-09-07T02:20:24.303+0000
94489280675|3298534883350|2012-01-13T23:04:51.811+0000
94489280675|15393162788888|2012-08-29T18:17:04.556+0000
77309411493|10995116277764|2012-10-16T06:05:58.023+0000
77309411493|3298534883350|2012-04-08T14:19:45.330+0000
77309411493|13194139533342|2012-08-09T06:34:20.431+0000
77309411493|12094627905567|2012-08-15T23:24:23.363+0000
77309411493|9895604650036|2011-12-05T21:41:52.788+0000
120259084454|9895604650036|2012-08-18T19:47:06.119+0000
120259084454|3298534883405|2012-09-18T06:08:44.502+0000
94489280679|7696581394474|2012-08-19T20:43:52.736+0000
94489280679|9895604650036|2012-08-12T23:59:57.018+0000
94489280679|3298534883405|2012-05-29T11:07:37.691+0000
77309411496|13194139533342|2012-10-05T19:42:37.665+0000
77309411496|12094627905567|2012-05-06T15:46:41.024+0000
77309411496|7696581394474|2011-11-07T04:32:27.397+0000
77309411496|3298534883405|2011-12-01T09:49:00.844+0000
111669149865|10995116277764|2012-09-12T09:45:07.241+0000
111669149865|15393162788888|2012-09-14T09:01:57.683+0000
111669149865|12094627905567|2012-06-28T02:30:37.900+0000
111669149865|9895604650036|2012-09-16T03:08:50.187+0000
120259084459|10995116277764|2012-08-15T21:34:55.807+0000
120259084459|3298534883350|2012-10-07T19:11:02.001+0000
94489280684|10995116277764|2012-03-04T21:57:46.104+0000
94489280684|3298534883350|2012-06-06T08:20:41.175+0000
94489280684|9895604650036|2012-07-29T20:26:53.539+0000
94489280684|3298534883405|2012-10-09T18:16:57.334+0000
68719476909|3298534883350|2011-10-27T05:05:45.279+0000
68719476909|3298534883405|2012-05-12T14:46:54.168+0000
77309411502|10995116277764|2012-02-18T06:59:04.280+0000
77309411502|12094627905567|2012-08-08T07:33:43.451+0000
77309411502|7696581394474|2012-09-28T19:52:19.987+0000
77309411502|9895604650036|2012-01-12T14:29:07.622+0000
