Person.id|Tag.id
12094627905604|281
12094627905604|1401
12094627905604|2042
12094627905604|2778
12094627905604|5115
12094627905604|7564
12094627905604|9272
2199023255625|6
2199023255625|418
2199023255625|976
2199023255625|1170
2199023255625|1199
2199023255625|1454
2199023255625|1989
2199023255625|2797
2199023255625|2999
2199023255625|6437
2199023255625|7015
2199023255625|9058
2199023255625|9163
2199023255625|11742
2199023255625|12002
2199023255600|243
2199023255600|1548
2199023255600|2928
2199023255600|2951
2199023255600|3020
2199023255600|6938
16492674416673|139
16492674416673|142
16492674416673|290
16492674416673|468
16492674416673|469
16492674416673|573
16492674416673|973
16492674416673|1025
16492674416673|1192
16492674416673|1205
16492674416673|1403
16492674416673|1450
16492674416673|1684
16492674416673|1754
16492674416673|1758
16492674416673|1759
16492674416673|1908
16492674416673|2001
16492674416673|2003
16492674416673|2021
16492674416673|2028
16492674416673|2071
16492674416673|2076
16492674416673|2084
16492674416673|2792
16492674416673|2817
16492674416673|2821
16492674416673|2830
16492674416673|2848
16492674416673|2856
16492674416673|2879
16492674416673|2910
16492674416673|2941
16492674416673|2959
16492674416673|2990
16492674416673|3089
16492674416673|3090
16492674416673|3091
16492674416673|3096
16492674416673|5078
16492674416673|5133
16492674416673|5176
16492674416673|5191
16492674416673|5196
16492674416673|5546
16492674416673|6354
16492674416673|6368
16492674416673|6456
16492674416673|6945
16492674416673|6954
16492674416673|7545
16492674416673|7897
16492674416673|9170
16492674416673|9227
16492674416673|9299
16492674416673|10414
16492674416673|10449
16492674416673|11875
16492674416673|13400
16492674416673|14846
2199023255611|138
2199023255611|448
2199023255611|545
2199023255611|565
2199023255611|567
2199023255611|568
2199023255611|575
2199023255611|776
2199023255611|777
2199023255611|791
2199023255611|796
2199023255611|1153
2199023255611|1170
2199023255611|1171
2199023255611|1176
2199023255611|1183
2199023255611|1207
2199023255611|1403
2199023255611|1444
2199023255611|1452
2199023255611|1504
2199023255611|1667
2199023255611|1669
2199023255611|1680
2199023255611|1771
2199023255611|1985
2199023255611|1986
2199023255611|1987
2199023255611|1993
2199023255611|2000
2199023255611|2028
2199023255611|2040
2199023255611|2044
2199023255611|2050
2199023255611|2073
2199023255611|2075
2199023255611|2077
2199023255611|2782
2199023255611|2788
2199023255611|2811
2199023255611|2824
2199023255611|2831
2199023255611|2832
2199023255611|2839
2199023255611|2847
2199023255611|2848
2199023255611|2872
2199023255611|2905
2199023255611|2959
2199023255611|2965
2199023255611|3047
2199023255611|5078
2199023255611|5191
2199023255611|6368
2199023255611|6385
2199023255611|6456
2199023255611|6978
2199023255611|6987
2199023255611|6993
2199023255611|7519
2199023255611|7520
2199023255611|7572
2199023255611|8769
2199023255611|9095
2199023255611|9150
2199023255611|9163
2199023255611|9170
2199023255611|9188
2199023255611|10028
2199023255611|11379
2199023255611|11408
2199023255611|11644
2199023255611|11695
2199023255611|11745
2199023255611|15443
13194139533352|140
13194139533352|143
13194139533352|145
13194139533352|288
13194139533352|416
13194139533352|522
13194139533352|588
13194139533352|777
13194139533352|781
13194139533352|1171
13194139533352|1178
13194139533352|1195
13194139533352|1682
13194139533352|1908
13194139533352|1995
13194139533352|2001
13194139533352|2007
13194139533352|2012
13194139533352|2020
13194139533352|2026
13194139533352|2033
13194139533352|2038
13194139533352|2053
13194139533352|2063
13194139533352|2068
13194139533352|2777
13194139533352|2778
13194139533352|2782
13194139533352|2784
13194139533352|2788
13194139533352|2790
13194139533352|2809
13194139533352|2821
13194139533352|2836
13194139533352|2844
13194139533352|2876
13194139533352|2880
13194139533352|2904
13194139533352|2912
13194139533352|2918
13194139533352|2924
13194139533352|2932
13194139533352|2957
13194139533352|3001
13194139533352|3020
13194139533352|3047
13194139533352|3050
13194139533352|3065
13194139533352|3069
13194139533352|3081
13194139533352|3107
13194139533352|5085
13194139533352|6228
13194139533352|6400
13194139533352|6637
13194139533352|6674
13194139533352|7380
13194139533352|7545
13194139533352|7587
13194139533352|8247
13194139533352|8400
13194139533352|9195
13194139533352|9227
13194139533352|9238
13194139533352|9637
13194139533352|9682
13194139533352|12936
13194139533352|13051
13194139533352|14063
13194139533352|14846
3298534883391|294
3298534883391|1183
3298534883391|1381
3298534883391|2028
3298534883391|2999
3298534883391|3052
3298534883391|3074
3298534883391|7526
3298534883391|10146
5497558138966|138
5497558138966|578
5497558138966|974
5497558138966|1172
5497558138966|1177
5497558138966|1186
5497558138966|1188
5497558138966|1986
5497558138966|2788
5497558138966|2797
5497558138966|5184
5497558138966|5191
5497558138966|5192
5497558138966|6418
5497558138966|9063
5497558138966|9479
5497558138966|11254
5497558138966|11408
14293651161159|4870
14293651161159|7968
2199023255633|565
2199023255633|777
2199023255633|783
2199023255633|785
2199023255633|796
2199023255633|1178
2199023255633|1418
2199023255633|1546
2199023255633|1669
2199023255633|1674
2199023255633|1984
2199023255633|1987
2199023255633|2019
2199023255633|2102
2199023255633|2109
2199023255633|2115
2199023255633|2778
2199023255633|2792
2199023255633|2864
2199023255633|2872
2199023255633|2886
2199023255633|2948
2199023255633|3022
2199023255633|3060
2199023255633|3068
2199023255633|5012
2199023255633|5193
2199023255633|5848
2199023255633|6360
2199023255633|6413
2199023255633|6456
2199023255633|6952
2199023255633|6976
2199023255633|8264
2199023255633|8313
2199023255633|9058
2199023255633|9163
2199023255633|10222
2199023255633|10749
2199023255633|12539
2199023255633|12901
2199023255633|13821
2199023255633|14387
2199023255633|14779
13194139533342|6
13194139533342|138
13194139533342|206
13194139533342|569
13194139533342|588
13194139533342|590
13194139533342|774
13194139533342|781
13194139533342|787
13194139533342|801
13194139533342|973
13194139533342|1170
13194139533342|1172
13194139533342|1173
13194139533342|1178
13194139533342|1179
13194139533342|1180
13194139533342|1184
13194139533342|1185
13194139533342|1186
13194139533342|1189
13194139533342|1198
13194139533342|1545
13194139533342|1616
13194139533342|1759
13194139533342|1762
13194139533342|1940
13194139533342|1984
13194139533342|1985
13194139533342|1989
13194139533342|1996
13194139533342|2001
13194139533342|2005
13194139533342|2014
13194139533342|2015
13194139533342|2032
13194139533342|2102
13194139533342|2779
13194139533342|2786
13194139533342|2792
13194139533342|2808
13194139533342|2878
13194139533342|5192
13194139533342|6400
13194139533342|6404
13194139533342|6409
13194139533342|6411
13194139533342|6413
13194139533342|6418
13194139533342|6945
13194139533342|6954
13194139533342|7015
13194139533342|7522
13194139533342|9098
13194139533342|9170
13194139533342|9486
13194139533342|10449
13194139533342|11302
13194139533342|11408
13194139533342|11541
13194139533342|11557
13194139533342|11695
13194139533342|11742
2199023255565|288
2199023255565|566
2199023255565|572
2199023255565|1199
2199023255565|1759
2199023255565|1984
2199023255565|2017
2199023255565|2062
2199023255565|2076
2199023255565|2088
2199023255565|2097
2199023255565|2782
2199023255565|2811
2199023255565|2866
2199023255565|2888
2199023255565|2907
2199023255565|2916
2199023255565|2917
2199023255565|3074
2199023255565|3076
2199023255565|3091
2199023255565|3103
2199023255565|4843
2199023255565|4848
2199023255565|4961
2199023255565|5183
2199023255565|5478
2199023255565|6369
2199023255565|6409
2199023255565|6412
2199023255565|6940
2199023255565|7509
2199023255565|7522
15393162788910|205
15393162788910|468
15393162788910|1192
15393162788910|1417
15393162788910|2116
15393162788910|2780
15393162788910|2927
15393162788910|2963
15393162788910|7564
3298534883383|558
12094627905580|800
12094627905580|1021
12094627905580|1023
12094627905580|1595
12094627905580|1671
12094627905580|1985
12094627905580|2031
12094627905580|2043
12094627905580|2777
12094627905580|2782
12094627905580|2914
12094627905580|2941
12094627905580|3039
12094627905580|5742
12094627905580|8900
12094627905580|8969
9895604650009|1735
9895604650009|2787
9895604650009|2804
9895604650009|2835
12094627905563|589
12094627905563|778
12094627905563|1173
12094627905563|1176
12094627905563|1614
12094627905563|1616
12094627905563|1763
12094627905563|1773
12094627905563|1998
12094627905563|2020
12094627905563|2073
12094627905563|2103
12094627905563|2106
12094627905563|2779
12094627905563|2782
12094627905563|2788
12094627905563|2805
12094627905563|2807
12094627905563|2825
12094627905563|2827
12094627905563|2837
12094627905563|2851
12094627905563|2852
12094627905563|2888
12094627905563|2895
12094627905563|3066
12094627905563|3099
12094627905563|3114
12094627905563|5118
12094627905563|5152
12094627905563|5174
12094627905563|6063
12094627905563|6362
12094627905563|6374
12094627905563|6383
12094627905563|7012
12094627905563|7015
12094627905563|7061
12094627905563|7330
12094627905563|7523
12094627905563|8522
12094627905563|9058
12094627905563|11377
12094627905563|13289
7696581394433|139
7696581394433|461
7696581394433|567
7696581394433|976
7696581394433|1031
7696581394433|1173
7696581394433|1190
7696581394433|1410
7696581394433|2038
7696581394433|2091
7696581394433|2850
7696581394433|2889
7696581394433|3030
7696581394433|5380
7696581394433|7598
10995116277857|6
10995116277857|569
10995116277857|594
10995116277857|1178
10995116277857|1180
10995116277857|1940
10995116277857|1988
10995116277857|1996
10995116277857|2023
10995116277857|2051
10995116277857|5085
10995116277857|6945
10995116277857|6964
10995116277857|9170
10995116277857|11247
10995116277857|11625
15393162788920|1669
15393162788920|4870
96|6
96|573
96|974
96|978
96|1760
96|5085
96|6413
96|7015
96|12002
3298534883331|1940
3298534883331|6413
10995116277811|779
10995116277811|785
10995116277811|809
10995116277811|1644
10995116277811|1952
10995116277811|2834
10995116277811|2850
10995116277811|2874
10995116277811|6360
10995116277811|6940
10995116277811|7522
9895604650074|1498
9895604650074|1614
9895604650074|7509
10995116277826|985
10995116277826|9097
3298534883350|6
3298534883350|142
3298534883350|522
3298534883350|568
3298534883350|786
3298534883350|798
3298534883350|976
3298534883350|1154
3298534883350|1186
3298534883350|1197
3298534883350|1546
3298534883350|1999
3298534883350|2028
3298534883350|2042
3298534883350|2062
3298534883350|2110
3298534883350|2111
3298534883350|2779
3298534883350|2784
3298534883350|2786
3298534883350|2787
3298534883350|2789
3298534883350|2801
3298534883350|2808
3298534883350|2814
3298534883350|2836
3298534883350|2847
3298534883350|2863
3298534883350|2876
3298534883350|2900
3298534883350|2914
3298534883350|2927
3298534883350|2928
3298534883350|2979
3298534883350|3008
3298534883350|3104
3298534883350|3111
3298534883350|5124
3298534883350|5184
3298534883350|5305
3298534883350|5580
3298534883350|6368
3298534883350|6451
3298534883350|6568
3298534883350|6980
3298534883350|7012
3298534883350|7507
3298534883350|7519
3298534883350|7545
3298534883350|7857
3298534883350|9163
3298534883350|9170
12094627905543|6
12094627905543|576
12094627905543|774
12094627905543|973
12094627905543|976
12094627905543|1178
12094627905543|1179
12094627905543|1194
12094627905543|1195
12094627905543|1205
12094627905543|1547
12094627905543|1984
12094627905543|2067
12094627905543|5174
12094627905543|6945
12094627905543|7015
12094627905543|7516
12094627905543|11254
12094627905543|11695
9895604650020|6
9895604650020|148
9895604650020|205
9895604650020|417
9895604650020|418
9895604650020|470
9895604650020|545
9895604650020|565
9895604650020|566
9895604650020|573
9895604650020|578
9895604650020|584
9895604650020|588
9895604650020|594
9895604650020|775
9895604650020|778
9895604650020|781
9895604650020|808
9895604650020|973
9895604650020|976
9895604650020|978
9895604650020|1164
9895604650020|1170
9895604650020|1172
9895604650020|1173
9895604650020|1174
9895604650020|1176
9895604650020|1178
9895604650020|1179
9895604650020|1180
9895604650020|1185
9895604650020|1187
9895604650020|1206
9895604650020|1207
9895604650020|1454
9895604650020|1547
9895604650020|1615
9895604650020|1617
9895604650020|1669
9895604650020|1679
9895604650020|1762
9895604650020|1765
9895604650020|1863
9895604650020|1909
9895604650020|1910
9895604650020|1940
9895604650020|1989
9895604650020|2001
9895604650020|2045
9895604650020|2067
9895604650020|2068
9895604650020|2070
9895604650020|2075
9895604650020|2086
9895604650020|2789
9895604650020|2801
9895604650020|2870
9895604650020|5085
9895604650020|5118
9895604650020|5191
9895604650020|5192
9895604650020|6409
9895604650020|6413
9895604650020|6418
9895604650020|6945
9895604650020|7005
9895604650020|7015
9895604650020|7380
9895604650020|9058
9895604650020|9098
9895604650020|11247
9895604650020|11250
9895604650020|11254
9895604650020|11379
9895604650020|11557
9895604650020|11628
9895604650020|11644
9895604650020|11742
9895604650020|12002
2199023255602|138
2199023255602|206
2199023255602|279
2199023255602|416
2199023255602|417
2199023255602|418
2199023255602|458
2199023255602|575
2199023255602|588
2199023255602|590
2199023255602|778
2199023255602|782
2199023255602|793
2199023255602|806
2199023255602|977
2199023255602|1023
2199023255602|1178
2199023255602|1200
2199023255602|1206
2199023255602|1451
2199023255602|1505
2199023255602|1615
2199023255602|1667
2199023255602|1680
2199023255602|1682
2199023255602|1762
2199023255602|1768
2199023255602|1953
2199023255602|1985
2199023255602|1986
2199023255602|1995
2199023255602|2003
2199023255602|2005
2199023255602|2012
2199023255602|2037
2199023255602|2040
2199023255602|2066
2199023255602|2068
2199023255602|2105
2199023255602|2777
2199023255602|2778
2199023255602|2780
2199023255602|2784
2199023255602|2785
2199023255602|2789
2199023255602|2795
2199023255602|2837
2199023255602|2851
2199023255602|2853
2199023255602|2857
2199023255602|2914
2199023255602|2930
2199023255602|2937
2199023255602|2960
2199023255602|2978
2199023255602|2985
2199023255602|3000
2199023255602|3062
2199023255602|4844
2199023255602|5056
2199023255602|5085
2199023255602|5132
2199023255602|5185
2199023255602|6413
2199023255602|6945
2199023255602|6962
2199023255602|7005
2199023255602|7025
2199023255602|7509
2199023255602|7519
2199023255602|7579
2199023255602|9141
2199023255602|9209
2199023255602|9293
2199023255602|9310
2199023255602|9317
2199023255602|11695
10995116277764|205
10995116277764|279
10995116277764|293
10995116277764|575
10995116277764|595
10995116277764|774
10995116277764|791
10995116277764|798
10995116277764|865
10995116277764|975
10995116277764|1452
10995116277764|1614
10995116277764|1749
10995116277764|1764
10995116277764|1766
10995116277764|1863
10995116277764|1984
10995116277764|1985
10995116277764|1988
10995116277764|1989
10995116277764|1991
10995116277764|1994
10995116277764|1995
10995116277764|2004
10995116277764|2019
10995116277764|2113
10995116277764|2114
10995116277764|2116
10995116277764|2779
10995116277764|2784
10995116277764|2800
10995116277764|2802
10995116277764|2829
10995116277764|2831
10995116277764|2850
10995116277764|2877
10995116277764|2880
10995116277764|2894
10995116277764|2904
10995116277764|2916
10995116277764|2926
10995116277764|2954
10995116277764|2973
10995116277764|2978
10995116277764|3025
10995116277764|3065
10995116277764|3079
10995116277764|3089
10995116277764|3093
10995116277764|3101
10995116277764|5114
10995116277764|5116
10995116277764|5147
10995116277764|5174
10995116277764|5511
10995116277764|5977
10995116277764|6268
10995116277764|6360
10995116277764|6394
10995116277764|7523
10995116277764|7896
10995116277764|9727
10995116277764|10222
10995116277764|10956
10995116277764|12380
12094627905628|1908
6597069766676|6
6597069766676|62
6597069766676|288
6597069766676|565
6597069766676|788
6597069766676|792
6597069766676|1173
6597069766676|1182
6597069766676|1501
6597069766676|1676
6597069766676|1769
6597069766676|1988
6597069766676|1990
6597069766676|1994
6597069766676|2000
6597069766676|2101
6597069766676|2777
6597069766676|2811
6597069766676|2838
6597069766676|2855
6597069766676|2867
6597069766676|2869
6597069766676|2881
6597069766676|5115
6597069766676|5170
6597069766676|6409
6597069766676|7252
6597069766676|9144
6597069766676|9170
6597069766676|9209
6597069766676|9790
4398046511193|6
4398046511193|781
4398046511193|1191
4398046511193|2001
4398046511193|2075
4398046511193|5085
4398046511193|6945
4398046511193|9174
4398046511193|11541
9895604650037|587
9895604650037|1166
9895604650037|1451
9895604650037|2097
9895604650037|2787
9895604650037|2872
9895604650037|2916
9895604650037|5161
9895604650037|10037
6597069766664|1185
6597069766664|1430
6597069766664|6940
6597069766664|7904
8796093022286|292
8796093022286|293
8796093022286|790
8796093022286|974
8796093022286|1022
8796093022286|1175
8796093022286|1682
8796093022286|1952
8796093022286|1970
8796093022286|2017
8796093022286|2041
8796093022286|2047
8796093022286|2084
8796093022286|2792
8796093022286|2793
8796093022286|2804
8796093022286|2833
8796093022286|2834
8796093022286|2879
8796093022286|2888
8796093022286|2948
8796093022286|2966
8796093022286|3028
8796093022286|3040
8796093022286|3047
8796093022286|3095
8796093022286|3097
8796093022286|3101
8796093022286|3111
8796093022286|4878
8796093022286|5063
8796093022286|5085
8796093022286|5176
8796093022286|5303
8796093022286|5478
8796093022286|5762
8796093022286|6438
8796093022286|6550
8796093022286|6931
8796093022286|6940
8796093022286|7012
8796093022286|7354
8796093022286|7600
8796093022286|7602
8796093022286|7750
8796093022286|7846
8796093022286|8976
8796093022286|10817
8796093022286|11258
8796093022286|12002
8796093022231|140
8796093022231|148
8796093022231|206
8796093022231|299
8796093022231|416
8796093022231|544
8796093022231|565
8796093022231|775
8796093022231|776
8796093022231|793
8796093022231|804
8796093022231|809
8796093022231|1031
8796093022231|1183
8796093022231|1185
8796093022231|1190
8796093022231|1206
8796093022231|1421
8796093022231|1440
8796093022231|1681
8796093022231|1769
8796093022231|1984
8796093022231|1985
8796093022231|1988
8796093022231|1990
8796093022231|1992
8796093022231|1993
8796093022231|2037
8796093022231|2047
8796093022231|2063
8796093022231|2086
8796093022231|2090
8796093022231|2098
8796093022231|2114
8796093022231|2777
8796093022231|2780
8796093022231|2786
8796093022231|2787
8796093022231|2790
8796093022231|2818
8796093022231|2829
8796093022231|2830
8796093022231|2872
8796093022231|2879
8796093022231|2892
8796093022231|2913
8796093022231|2939
8796093022231|2941
8796093022231|2949
8796093022231|2960
