Person.id|Comment.id|creationDate
2199023255611|68719476873|2011-07-25T14:20:21.431+0000
7696581394520|68719476873|2011-07-25T15:23:32.336+0000
10995116277764|85899346107|2011-12-06T11:12:20.108+0000
13194139533352|85899346107|2012-03-02T00:39:59.426+0000
7696581394474|85899346107|2011-12-02T07:15:12.357+0000
10995116277826|85899346107|2011-12-06T11:04:03.706+0000
2199023255625|85899346107|2011-12-03T23:57:31.046+0000
2199023255633|85899346107|2011-12-07T10:21:51.784+0000
9895604650074|85899346107|2011-12-07T03:46:53.628+0000
10995116277851|85899346107|2012-01-03T02:29:35.646+0000
10995116277857|85899346107|2011-12-03T12:55:25.653+0000
2199023255625|85899346112|2011-12-01T23:08:50.540+0000
8796093022217|103079216644|2012-03-08T02:32:44.879+0000
8796093022217|103079216657|2012-03-09T01:05:53.833+0000
10995116277764|68719478318|2011-11-25T06:04:22.861+0000
3298534883350|68719478318|2011-07-24T11:02:29.413+0000
15393162788888|68719478318|2012-07-23T23:06:07.019+0000
15393162788888|77309412925|2012-07-25T21:09:58.483+0000
10995116277764|103079216721|2012-03-25T02:40:38.855+0000
7696581394474|103079216725|2012-03-28T13:13:34.159+0000
2199023255611|85899348258|2011-11-20T11:12:29.744+0000
10995116277764|94489282876|2011-12-31T16:08:29.630+0000
8796093022217|94489282876|2011-12-30T17:56:32.935+0000
3298534883350|94489282876|2012-01-03T12:23:31.433+0000
7696581394461|94489282876|2012-01-02T15:29:59.162+0000
13194139533352|94489282876|2012-02-24T22:57:39.573+0000
2199023255593|94489282876|2012-01-03T17:42:50.946+0000
7696581394474|94489282876|2012-01-04T23:23:42.055+0000
8796093022251|94489282876|2011-12-30T21:08:00.654+0000
9895604650036|94489282876|2012-01-01T10:14:06.665+0000
2199023255611|94489282876|2012-01-04T06:51:56.168+0000
7696581394520|94489282876|2011-12-30T12:32:02.738+0000
16492674416738|94489282876|2012-10-04T20:57:04.144+0000
8796093022217|128849021363|2012-08-17T06:09:44.243+0000
5497558138940|120259087225|2012-07-22T07:59:30.296+0000
9895604650036|34359741524|2011-09-12T16:00:40.821+0000
10995116277826|34359741524|2011-11-12T17:52:04.889+0000
2199023255628|34359741524|2010-10-13T05:46:36.200+0000
7696581394433|120259087463|2012-06-23T15:29:27.094+0000
10995116277764|120259087463|2012-06-19T12:29:51.531+0000
8796093022217|120259087463|2012-06-20T08:45:34.751+0000
9895604650000|120259087463|2012-06-24T22:54:43.789+0000
9895604650002|120259087463|2012-06-23T06:27:48.915+0000
12094627905563|120259087463|2012-06-22T17:11:22.439+0000
7696581394461|120259087463|2012-06-22T19:31:41.382+0000
12094627905567|120259087463|2012-06-23T12:46:21.419+0000
16492674416674|120259087463|2012-09-06T17:57:50.557+0000
13194139533352|120259087463|2012-06-23T15:39:50.442+0000
10995116277811|120259087463|2012-06-22T19:08:50.932+0000
9895604650036|120259087463|2012-06-19T23:28:04.737+0000
10995116277826|120259087463|2012-06-18T14:51:23.213+0000
2199023255628|120259087463|2012-06-18T21:16:57.455+0000
3298534883405|120259087463|2012-06-20T19:42:41.857+0000
10995116277764|111669152911|2012-04-27T18:55:19.156+0000
3298534883405|68719479997|2011-07-30T23:23:35.299+0000
8796093022217|94489284336|2012-01-26T11:29:02.093+0000
8796093022217|94489284340|2012-01-29T14:01:58.940+0000
9895604650002|94489284340|2012-01-30T13:44:09.321+0000
3298534883350|94489284340|2012-01-26T18:52:26.879+0000
15393162788888|94489284340|2012-07-24T16:46:06.458+0000
5497558138908|94489284340|2012-01-26T12:30:48.077+0000
16492674416674|94489284340|2012-09-16T14:00:22.669+0000
13194139533352|94489284340|2012-03-12T02:48:14.840+0000
7696581394474|94489284340|2012-01-25T23:56:43.228+0000
8796093022251|94489284340|2012-01-27T22:35:32.712+0000
10995116277811|94489284340|2012-01-27T06:18:57.093+0000
9895604650036|94489284340|2012-01-27T02:18:19.212+0000
2199023255611|94489284340|2012-01-31T00:53:45.248+0000
5497558138940|94489284340|2012-01-27T10:36:22.553+0000
10995116277826|94489284340|2012-01-31T07:30:36.325+0000
2199023255628|94489284340|2012-02-01T00:16:06.834+0000
3298534883405|94489284340|2012-01-27T16:46:34.162+0000
8796093022286|94489284340|2012-01-27T10:46:50.568+0000
14293651161168|94489284340|2012-05-31T16:54:32.238+0000
15393162788948|94489284340|2012-08-04T00:15:32.279+0000
9895604650074|94489284340|2012-01-27T05:13:50.614+0000
12094627905628|94489284340|2012-02-04T03:00:57.077+0000
10995116277764|51539612076|2011-11-13T07:36:38.202+0000
8796093022217|51539612076|2011-08-02T10:35:26.232+0000
5497558138908|51539612076|2011-03-25T04:01:29.540+0000
7696581394490|51539612076|2011-06-13T05:52:06.611+0000
2199023255628|51539612076|2011-03-21T14:08:14.479+0000
7696581394434|103079220591|2012-03-22T18:48:19.729+0000
10995116277764|103079220591|2012-03-21T03:55:11.053+0000
5497558138885|103079220591|2012-03-25T00:51:56.678+0000
12094627905550|103079220591|2012-03-27T05:15:26.791+0000
3298534883350|103079220591|2012-03-20T18:14:53.614+0000
5497558138908|103079220591|2012-03-26T08:59:26.209+0000
7696581394461|103079220591|2012-03-20T20:14:22.143+0000
13194139533342|103079220591|2012-04-10T20:04:00.174+0000
3298534883365|103079220591|2012-03-26T22:37:50.151+0000
2199023255593|103079220591|2012-03-21T19:21:09.383+0000
7696581394474|103079220591|2012-03-26T03:52:57.164+0000
12094627905580|103079220591|2012-03-25T00:24:39.422+0000
8796093022253|103079220591|2012-03-25T23:20:22.667+0000
7696581394479|103079220591|2012-03-24T13:12:44.801+0000
16492674416689|103079220591|2012-09-17T22:57:39.017+0000
9895604650036|103079220591|2012-03-24T00:44:04.949+0000
10995116277826|103079220591|2012-03-20T10:29:47.910+0000
2199023255625|103079220591|2012-03-27T04:16:16.944+0000
14293651161162|103079220591|2012-05-01T08:45:16.320+0000
2199023255628|103079220591|2012-03-26T07:13:04.934+0000
3298534883405|103079220591|2012-03-26T21:17:36.858+0000
94|103079220591|2012-03-21T15:32:16.458+0000
16492674416738|103079220591|2012-10-18T07:27:35.803+0000
10995116277764|103079220599|2012-03-23T18:29:51.590+0000
5497558138908|103079220605|2012-03-20T23:58:10.078+0000
7696581394434|103079220653|2012-03-23T16:01:45.498+0000
10995116277764|103079220653|2012-03-23T20:15:01.391+0000
5497558138885|103079220653|2012-03-21T22:48:44.134+0000
12094627905550|103079220653|2012-03-24T15:37:09.265+0000
3298534883350|103079220653|2012-03-21T22:10:03.432+0000
5497558138908|103079220653|2012-03-25T15:33:11.906+0000
7696581394461|103079220653|2012-03-27T16:09:53.500+0000
13194139533342|103079220653|2012-04-07T22:09:24.022+0000
3298534883365|103079220653|2012-03-21T23:16:40.523+0000
2199023255593|103079220653|2012-03-26T06:31:27.381+0000
7696581394474|103079220653|2012-03-25T20:11:05.029+0000
12094627905580|103079220653|2012-03-27T11:56:03.647+0000
8796093022253|103079220653|2012-03-27T19:02:43.751+0000
7696581394479|103079220653|2012-03-22T14:07:09.059+0000
16492674416689|103079220653|2012-09-14T21:17:19.829+0000
9895604650036|103079220653|2012-03-26T06:17:19.504+0000
10995116277826|103079220653|2012-03-24T11:33:43.751+0000
2199023255625|103079220653|2012-03-27T00:45:15.068+0000
14293651161162|103079220653|2012-05-01T18:24:31.111+0000
2199023255628|103079220653|2012-03-21T16:02:17.214+0000
3298534883405|103079220653|2012-03-21T01:09:08.355+0000
94|103079220653|2012-03-27T19:33:28.186+0000
10995116277764|103079220689|2012-03-25T14:36:07.521+0000
7696581394461|103079220704|2012-03-26T19:09:13.541+0000
5497558138885|103079220710|2012-03-26T05:13:33.465+0000
7696581394434|103079220729|2012-03-24T11:12:02.976+0000
5497558138908|42949679135|2011-02-08T09:17:25.930+0000
6597069766688|42949679135|2011-04-17T01:05:49.718+0000
16492674416674|42949679135|2012-09-11T19:21:22.048+0000
13194139533352|42949679135|2012-02-24T06:28:46.298+0000
7696581394474|42949679135|2011-06-16T07:48:49.254+0000
2199023255633|42949679135|2011-01-09T00:38:16.413+0000
5497558138966|42949679135|2011-02-09T21:36:56.296+0000
13194139533405|42949679135|2012-03-05T04:03:56.694+0000
5497558138908|42949679142|2011-02-09T01:39:28.309+0000
6597069766688|42949679142|2011-04-18T22:47:17.179+0000
16492674416674|42949679142|2012-09-11T00:42:59.123+0000
13194139533352|42949679142|2012-02-23T09:11:11.069+0000
7696581394474|42949679142|2011-06-17T02:00:42.530+0000
2199023255633|42949679142|2011-01-07T19:58:48.401+0000
5497558138966|42949679142|2011-02-04T13:41:18.135+0000
13194139533405|42949679142|2012-03-06T08:17:51.037+0000
6597069766688|42949679155|2011-04-19T06:29:22.865+0000
13194139533352|42949679157|2012-02-23T16:30:28.338+0000
5497558138908|68719482945|2011-06-12T15:48:29.978+0000
6597069766688|68719482945|2011-06-12T09:57:40.936+0000
16492674416674|68719482945|2012-09-08T22:23:26.648+0000
13194139533352|68719482945|2012-02-24T23:30:56.850+0000
7696581394474|68719482945|2011-06-17T03:24:42.455+0000
2199023255633|68719482945|2011-06-13T23:08:06.987+0000
5497558138966|68719482945|2011-06-09T05:07:56.602+0000
13194139533405|68719482945|2012-03-10T02:24:48.619+0000
7696581394433|128849025157|2012-09-10T13:13:38.267+0000
3298534883350|128849025157|2012-09-07T08:58:22.460+0000
5497558138908|128849025157|2012-09-07T14:43:01.755+0000
13194139533352|128849025157|2012-09-11T01:18:03.352+0000
7696581394490|128849025157|2012-09-08T14:07:32.119+0000
5497558138940|128849025157|2012-09-09T00:55:39.314+0000
3298534883405|128849025157|2012-09-10T19:57:26.116+0000
7696581394520|85899352239|2011-11-24T13:19:09.197+0000
15393162788888|94489286881|2012-07-06T14:33:27.337+0000
7696581394433|42949679380|2011-06-16T09:55:48.362+0000
3298534883331|42949679380|2011-01-13T18:47:34.477+0000
10995116277764|42949679380|2011-11-30T13:36:03.209+0000
1099511627782|42949679380|2011-01-13T12:15:17.910+0000
6597069766664|42949679380|2011-04-13T19:18:49.624+0000
8796093022217|42949679380|2011-08-09T19:04:11.734+0000
6597069766675|42949679380|2011-03-10T17:52:58.424+0000
3298534883350|42949679380|2011-01-13T04:18:34.069+0000
15393162788888|42949679380|2012-07-11T19:22:55.361+0000
12094627905563|42949679380|2012-02-14T23:16:57.266+0000
5497558138908|42949679380|2011-02-09T12:49:16.168+0000
7696581394461|42949679380|2011-05-13T07:19:25.069+0000
13194139533342|42949679380|2012-04-22T23:55:50.326+0000
12094627905567|42949679380|2012-01-23T06:52:55.561+0000
2199023255593|42949679380|2011-01-14T20:02:10.053+0000
7696581394474|42949679380|2011-05-29T18:15:37.357+0000
8796093022253|42949679380|2011-09-01T08:59:33.734+0000
9895604650036|42949679380|2011-09-18T03:53:05.130+0000
9895604650037|42949679380|2011-10-11T16:52:18.876+0000
5497558138940|42949679380|2011-02-05T18:56:20.567+0000
17592186044483|42949679380|2012-10-17T18:17:03.367+0000
14293651161168|42949679380|2012-06-12T08:44:20.662+0000
2199023255633|42949679380|2011-01-13T10:56:47.107+0000
4398046511186|42949679380|2011-01-13T09:53:19.894+0000
10995116277851|42949679380|2011-12-29T00:56:23.895+0000
8796093022217|94489287015|2011-12-23T13:30:20.075+0000
7696581394433|128849025392|2012-08-28T20:19:45.282+0000
3298534883331|128849025392|2012-08-30T16:44:16.063+0000
10995116277764|128849025392|2012-09-02T04:58:11.262+0000
1099511627782|128849025392|2012-08-30T10:52:51.325+0000
6597069766664|128849025392|2012-09-01T23:47:52.295+0000
8796093022217|128849025392|2012-08-30T12:12:07.064+0000
6597069766675|128849025392|2012-09-01T04:38:54.274+0000
3298534883350|128849025392|2012-09-02T03:07:06.681+0000
15393162788888|128849025392|2012-09-01T10:31:06.034+0000
12094627905563|128849025392|2012-08-29T12:59:22.322+0000
5497558138908|128849025392|2012-08-30T02:48:57.795+0000
7696581394461|128849025392|2012-09-02T21:12:40.063+0000
13194139533342|128849025392|2012-09-03T14:47:54.877+0000
12094627905567|128849025392|2012-08-30T10:55:35.130+0000
2199023255593|128849025392|2012-09-02T12:18:50.012+0000
7696581394474|128849025392|2012-08-29T17:53:42.436+0000
8796093022253|128849025392|2012-09-03T02:15:29.363+0000
9895604650036|128849025392|2012-09-01T12:40:29.976+0000
9895604650037|128849025392|2012-08-29T22:23:34.307+0000
5497558138940|128849025392|2012-09-01T23:18:44.549+0000
17592186044483|128849025392|2012-10-15T09:02:37.130+0000
14293651161168|128849025392|2012-08-28T03:55:43.497+0000
2199023255633|128849025392|2012-09-01T03:03:02.419+0000
4398046511186|128849025392|2012-08-29T10:07:21.323+0000
10995116277851|128849025392|2012-09-02T01:06:40.832+0000
1099511627782|128849025412|2012-10-07T17:31:58.842+0000
7696581394433|34359744912|2011-06-15T04:07:58.861+0000
3298534883331|34359744912|2010-12-05T18:29:49.336+0000
10995116277764|34359744912|2011-11-28T15:34:34.715+0000
1099511627782|34359744912|2010-12-07T05:51:19.466+0000
6597069766664|34359744912|2011-04-17T01:41:21.861+0000
8796093022217|34359744912|2011-08-08T19:03:27.105+0000
6597069766675|34359744912|2011-03-10T02:19:49.095+0000
3298534883350|34359744912|2010-12-08T22:25:56.697+0000
15393162788888|34359744912|2012-07-08T05:36:29.932+0000
12094627905563|34359744912|2012-02-13T06:18:08.537+0000
5497558138908|34359744912|2011-02-10T08:06:29.368+0000
7696581394461|34359744912|2011-05-16T01:22:02.238+0000
13194139533342|34359744912|2012-04-23T06:52:25.915+0000
12094627905567|34359744912|2012-01-20T02:46:17.487+0000
2199023255593|34359744912|2010-12-11T09:36:14.483+0000
7696581394474|34359744912|2011-05-28T20:57:14.335+0000
8796093022253|34359744912|2011-08-31T03:11:18.635+0000
9895604650036|34359744912|2011-09-19T10:02:20.463+0000
9895604650037|34359744912|2011-10-14T23:45:40.310+0000
5497558138940|34359744912|2011-02-06T03:18:56.328+0000
17592186044483|34359744912|2012-10-19T09:49:52.299+0000
14293651161168|34359744912|2012-06-13T21:44:15.198+0000
2199023255633|34359744912|2010-12-07T22:08:03.131+0000
4398046511186|34359744912|2010-12-25T19:34:37.278+0000
10995116277851|34359744912|2012-01-03T11:22:52.743+0000
10995116277764|51539614134|2011-11-29T11:33:13.514+0000
7696581394433|77309417945|2011-10-01T01:28:29.644+0000
3298534883331|77309417945|2011-10-02T23:21:37.830+0000
10995116277764|77309417945|2011-11-26T00:39:46.660+0000
1099511627782|77309417945|2011-09-29T05:50:32.064+0000
6597069766664|77309417945|2011-09-29T17:37:45.780+0000
8796093022217|77309417945|2011-09-30T07:54:49.679+0000
6597069766675|77309417945|2011-10-01T10:10:28.767+0000
3298534883350|77309417945|2011-09-30T16:11:57.527+0000
15393162788888|77309417945|2012-07-12T20:44:13.593+0000
12094627905563|77309417945|2012-02-11T13:34:18.196+0000
5497558138908|77309417945|2011-09-28T22:03:01.280+0000
7696581394461|77309417945|2011-10-02T06:10:32.582+0000
13194139533342|77309417945|2012-04-20T20:24:43.775+0000
12094627905567|77309417945|2012-01-24T16:03:31.805+0000
2199023255593|77309417945|2011-09-29T01:38:51.951+0000
7696581394474|77309417945|2011-09-29T03:08:22.145+0000
8796093022253|77309417945|2011-09-29T03:07:42.853+0000
9895604650036|77309417945|2011-09-27T09:11:24.235+0000
9895604650037|77309417945|2011-10-16T16:48:52.107+0000
5497558138940|77309417945|2011-09-29T21:20:16.451+0000
17592186044483|77309417945|2012-10-20T05:21:17.408+0000
14293651161168|77309417945|2012-06-15T20:55:16.877+0000
2199023255633|77309417945|2011-09-30T21:27:32.532+0000
4398046511186|77309417945|2011-10-01T01:36:07.003+0000
10995116277851|77309417945|2011-12-30T22:44:14.474+0000
7696581394433|77309417955|2011-10-04T21:14:38.708+0000
3298534883331|77309417955|2011-10-04T04:29:48.196+0000
10995116277764|77309417955|2011-11-26T14:53:43.195+0000
1099511627782|77309417955|2011-10-03T18:51:53.477+0000
6597069766664|77309417955|2011-10-01T08:50:47.585+0000
8796093022217|77309417955|2011-10-02T06:07:07.474+0000
6597069766675|77309417955|2011-09-28T20:43:21.418+0000
3298534883350|77309417955|2011-10-02T18:29:54.762+0000
15393162788888|77309417955|2012-07-10T00:26:55.542+0000
12094627905563|77309417955|2012-02-14T23:28:05.942+0000
5497558138908|77309417955|2011-10-02T10:26:37.325+0000
7696581394461|77309417955|2011-09-30T01:55:14.102+0000
13194139533342|77309417955|2012-04-20T13:05:04.659+0000
12094627905567|77309417955|2012-01-26T00:32:47.424+0000
2199023255593|77309417955|2011-10-04T16:14:06.327+0000
7696581394474|77309417955|2011-09-30T10:10:35.904+0000
8796093022253|77309417955|2011-09-30T00:50:44.239+0000
9895604650036|77309417955|2011-09-28T23:01:46.896+0000
9895604650037|77309417955|2011-10-11T21:04:23.364+0000
5497558138940|77309417955|2011-10-01T22:49:02.405+0000
17592186044483|77309417955|2012-10-15T16:25:22.022+0000
6597069766664|77309417957|2011-09-28T05:39:57.899+0000
3298534883331|137438960113|2012-10-19T23:04:42.550+0000
10995116277764|137438960113|2012-10-18T22:07:42.930+0000
1099511627782|137438960113|2012-10-16T01:38:17.542+0000
6597069766664|137438960113|2012-10-18T19:36:20.934+0000
8796093022217|137438960113|2012-10-20T06:17:22.290+0000
6597069766675|137438960113|2012-10-19T20:56:10.475+0000
5497558138908|137438960113|2012-10-16T05:43:55.024+0000
7696581394461|137438960113|2012-10-18T13:50:41.128+0000
13194139533342|137438960113|2012-10-19T21:15:59.674+0000
2199023255593|137438960113|2012-10-18T23:23:42.648+0000
7696581394474|137438960113|2012-10-20T05:07:13.128+0000
8796093022253|137438960113|2012-10-19T21:42:31.038+0000
9895604650036|137438960113|2012-10-19T00:00:54.673+0000
9895604650037|137438960113|2012-10-18T19:06:39.023+0000
5497558138940|137438960113|2012-10-18T07:31:26.402+0000
17592186044483|137438960113|2012-10-16T10:27:19.031+0000
2199023255633|137438960113|2012-10-18T18:07:11.015+0000
15393162788888|111669156353|2012-07-07T08:30:51.415+0000
13194139533342|34359745059|2012-04-24T08:06:01.950+0000
3298534883331|34359745073|2010-11-02T14:08:32.512+0000
7696581394433|34359745124|2011-06-16T09:40:29.158+0000
3298534883331|34359745124|2010-11-05T12:43:01.537+0000
10995116277764|34359745124|2011-11-28T14:54:45.191+0000
1099511627782|34359745124|2010-11-07T12:43:37.964+0000
6597069766664|34359745124|2011-04-15T12:38:07.834+0000
8796093022217|34359745124|2011-08-05T16:00:31.261+0000
6597069766675|34359745124|2011-03-10T11:22:05.860+0000
3298534883350|34359745124|2010-11-03T04:20:08.990+0000
15393162788888|34359745124|2012-07-11T10:35:19.278+0000
12094627905563|34359745124|2012-02-16T09:15:31.409+0000
5497558138908|34359745124|2011-02-07T19:01:59.219+0000
7696581394461|34359745124|2011-05-14T02:27:39.960+0000
13194139533342|34359745124|2012-04-22T12:07:17.964+0000
12094627905567|34359745124|2012-01-19T07:04:43.615+0000
2199023255593|34359745124|2010-11-04T03:50:54.876+0000
7696581394474|34359745124|2011-05-29T01:30:20.439+0000
6597069766675|34359745130|2011-03-09T23:10:00.944+0000
9895604650020|111669156516|2012-04-26T01:47:31.351+0000
2199023255593|111669156516|2012-04-24T07:42:53.140+0000
8796093022251|111669156516|2012-04-28T04:32:59.404+0000
10995116277826|111669156516|2012-04-26T14:36:56.470+0000
2199023255625|111669156516|2012-04-21T23:55:15.304+0000
7696581394433|120259091326|2012-08-03T08:42:27.058+0000
9895604649984|85899352996|2011-10-28T08:47:46.558+0000
7696581394433|85899352996|2011-10-31T15:12:00.463+0000
7696581394434|85899352996|2011-10-28T19:40:07.919+0000
10995116277764|85899352996|2011-12-03T12:59:57.799+0000
8796093022217|85899352996|2011-11-01T09:36:04.313+0000
9895604650000|85899352996|2011-10-31T18:18:04.391+0000
3298534883350|85899352996|2011-10-27T08:18:14.031+0000
6597069766688|85899352996|2011-10-26T08:51:01.875+0000
12094627905580|85899352996|2012-01-25T04:04:48.785+0000
5497558138940|85899352996|2011-10-27T15:05:50.187+0000
10995116277826|85899352996|2011-11-02T04:25:42.468+0000
3298534883405|85899352996|2011-10-26T20:09:02.854+0000
10995116277851|85899352996|2011-12-18T07:44:36.338+0000
12094627905628|85899352996|2012-02-21T09:51:01.362+0000
13194139533405|85899352996|2012-02-19T07:39:40.429+0000
7696581394433|120259091399|2012-07-24T08:21:42.788+0000
9895604650074|111669156835|2012-05-27T08:14:10.632+0000
2199023255602|111669157694|2012-06-03T18:10:44.246+0000
8796093022217|85899353936|2011-11-11T15:03:41.759+0000
8796093022217|8500|2011-07-19T16:08:52.675+0000
16492674416674|120259093751|2012-09-21T11:32:48.183+0000
10995116277764|51539617083|2011-11-25T05:24:29.798+0000
5497558138885|51539617083|2011-03-08T10:14:13.838+0000
8796093022217|51539617083|2011-08-10T02:00:14.195+0000
12094627905550|51539617083|2012-02-23T13:58:46.633+0000
9895604650000|51539617083|2011-10-07T17:31:41.524+0000
12094627905563|51539617083|2012-02-20T09:41:25.071+0000
12094627905567|51539617083|2012-01-19T13:21:37.509+0000
7696581394474|51539617083|2011-05-31T12:50:34.378+0000
5497558138940|51539617083|2011-03-08T15:22:27.718+0000
3298534883392|60129552800|2011-05-25T09:22:19.551+0000
8796093022217|120259095473|2012-07-07T04:37:39.908+0000
3298534883350|120259095473|2012-07-10T05:44:55.657+0000
7696581394474|120259095473|2012-07-05T07:43:31.952+0000
10995116277826|120259095473|2012-07-08T16:32:42.830+0000
2199023255628|120259095473|2012-07-06T06:36:34.749+0000
3298534883405|120259095473|2012-07-08T08:41:42.296+0000
8796093022217|51539618777|2011-08-14T23:51:19.031+0000
